,v,vw,o,c,h,l,t,n
2592,2192,58.8781,58.766,58.855,59.078,56.392,1731571200000,2192
2593,2465,58.7432,58.854,58.669,58.902,58.408,1731585600000,2465
2594,778,58.7648,58.678,58.766,58.86,58.567,1731600000000,778
2595,517,58.792,58.728,58.848,58.909,58.587,1731614400000,517
2596,743,58.7895,58.802,58.854,58.877,57.756,1731628800000,743
2597,729,58.7721,58.853,58.729,58.873,58.58,1731643200000,729
2598,994,58.696,58.728,58.711,58.798,58.565,1731657600000,994
2599,1843,58.7367,58.709,58.723,58.807,58.63,1731672000000,1843
2600,573,58.716,58.737,58.668,58.84,58.56,1731686400000,573
2601,91,58.6123,58.668,58.526,58.703,58.174,1731700800000,91
2602,1,58.594,58.594,58.594,58.594,58.594,1731873600000,1
2603,273,58.7121,58.736,58.735,58.754,58.662,1731888000000,273
2604,381,58.6939,58.733,58.685,58.743,58.555,1731902400000,381
2605,1371,58.6535,58.682,58.663,58.707,58.508,1731916800000,1371
2606,920,58.6648,58.664,58.681,58.699,58.525,1731931200000,920
2607,398,58.651,58.68,58.651,58.73,58.52,1731945600000,398
2608,231,58.5951,58.652,58.494,58.69,58.415,1731960000000,231
2609,507,58.6411,58.54,58.683,58.689,58.5,1731974400000,507
2610,505,58.7218,58.679,58.796,58.81,58.555,1731988800000,505
2611,2226,58.8538,58.796,58.878,59.007,58.519,1732003200000,2226
2612,1860,58.8575,58.877,58.785,58.931,58.598,1732017600000,1860
2613,703,58.8408,58.802,58.829,58.909,58.69,1732032000000,703
2614,197,58.8302,58.827,58.852,58.892,58.775,1732046400000,197
2615,397,58.8489,58.843,58.896,58.9,58.63,1732060800000,397
2616,471,58.887,58.896,58.918,58.961,58.79,1732075200000,471
2617,1237,58.9836,58.929,58.958,59.091,58.745,1732089600000,1237
2618,1565,58.9244,58.957,58.926,59.02,58.86,1732104000000,1565
2619,683,58.9442,58.935,58.966,59.004,58.86,1732118400000,683
2620,166,58.9349,58.967,58.981,59.005,58.87,1732132800000,166
2621,745,58.9148,58.957,58.938,58.98,58.267,1732147200000,745
2622,485,58.9539,58.936,59.015,59.015,58.82,1732161600000,485
2623,985,59.0214,59.025,59.003,59.1,58.895,1732176000000,985
2624,2278,58.957,59.001,58.929,59.044,58.686,1732190400000,2278
2625,538,58.9455,58.927,58.963,58.993,58.865,1732204800000,538
2626,41,58.9339,58.963,58.862,58.98,58.859,1732219200000,41
2627,538,58.8928,58.913,58.812,58.973,58.739,1732233600000,538
2628,561,58.8543,58.812,58.886,58.92,58.725,1732248000000,561
2629,2187,58.916,58.88,58.934,59.062,58.619,1732262400000,2187
2630,1473,58.9102,58.932,58.919,58.97,58.785,1732276800000,1473
2631,508,58.9438,58.918,58.938,58.983,58.815,1732291200000,508
2632,190,58.9019,58.939,58.745,58.939,58.745,1732305600000,190
2633,795,58.8961,58.872,58.97,58.991,58.785,1732536000000,795
2634,515,58.9304,58.93,58.869,58.983,58.84,1732550400000,515
2635,104,58.8924,58.867,58.953,58.96,58.855,1732564800000,104
2636,440,58.9634,58.941,58.928,59.01,58.759,1732579200000,440
2637,552,58.9838,58.928,59.03,59.05,58.86,1732593600000,552
2638,1319,58.9968,59.024,58.99,59.068,58.828,1732608000000,1319
2639,1571,58.9526,58.99,58.929,59.014,58.855,1732622400000,1571
2640,647,58.9201,58.922,58.89,58.945,58.815,1732636800000,647
2641,135,58.8893,58.892,58.944,58.946,58.815,1732651200000,135
2642,435,58.8445,58.939,58.868,58.939,58.69,1732665600000,435
2643,404,58.3574,58.87,48.923,58.904,48.739,1732680000000,404
2644,1053,58.7256,58.725,58.728,58.766,58.62,1732694400000,1053
2645,2278,58.7034,58.729,58.646,58.821,58.55,1732708800000,2278
2646,785,58.6824,58.645,58.638,58.749,58.56,1732723200000,785
2647,34,58.6361,58.639,58.678,58.695,58.555,1732737600000,34
2648,459,58.6274,58.668,58.623,58.734,56.591,1732752000000,459
2649,519,58.6443,58.53,58.684,58.724,58.515,1732766400000,519
2650,828,58.6723,58.684,58.651,58.84,57.975,1732780800000,828
2651,415,58.6374,58.652,58.619,58.69,58.59,1732795200000,415
2652,176,58.6241,58.635,58.534,58.692,58.534,1732809600000,176
2653,27,58.5824,58.539,58.659,58.671,58.517,1732824000000,27
2654,456,58.5766,58.648,58.561,58.75,58.26,1732838400000,456
2655,669,58.5541,58.561,58.6,58.613,58.225,1732852800000,669
2656,1399,58.5807,58.602,58.496,58.823,57.695,1732867200000,1399
2657,870,58.6062,58.487,58.535,58.69,58.487,1732881600000,870
2658,340,58.5893,58.599,58.532,58.69,57.978,1732896000000,340
2659,13,58.5145,58.5,58.512,58.532,58.5,1732910400000,13
2660,1,58.557,58.557,58.557,58.557,58.557,1733083200000,1
2661,230,58.7706,58.62,58.745,58.808,58.62,1733097600000,230
2662,648,58.7233,58.747,58.708,58.779,58.6,1733112000000,648
2663,1210,58.6605,58.707,58.653,58.761,58.467,1733126400000,1210
2664,1369,58.6653,58.654,58.689,58.73,58.575,1733140800000,1369
2665,559,58.6588,58.686,58.616,58.756,58.58,1733155200000,559
2666,253,58.5585,58.616,58.599,58.622,58.497,1733169600000,253
2667,667,58.6553,58.64,58.644,58.74,58.484,1733184000000,667
2668,322,58.6198,58.635,58.585,58.678,58.515,1733198400000,322
2669,950,58.5841,58.578,58.559,58.682,58.191,1733212800000,950
2670,1550,58.5612,58.558,58.56,58.654,58.485,1733227200000,1550
2671,996,58.4285,58.539,58.326,58.66,57.375,1733241600000,996
2672,445,58.3354,58.328,58.235,58.392,58.235,1733256000000,445
2673,635,58.3721,58.3,58.385,58.534,58.255,1733270400000,635
2674,548,58.2889,58.384,58.223,58.384,58.208,1733284800000,548
2675,1659,58.2617,58.211,58.201,58.341,57.347,1733299200000,1659
2676,2647,58.1858,58.199,58.141,58.297,58.052,1733313600000,2647
2677,426,58.1349,58.142,58.141,58.53,58.035,1733328000000,426
2678,117,58.1341,58.142,58.169,58.305,58.055,1733342400000,117
2679,629,58.1325,58.157,58.078,58.198,57.96,1733356800000,629
2680,1086,57.8893,58.077,57.864,58.104,53.765,1733371200000,1086
2681,929,57.8878,57.866,57.897,57.964,57.617,1733385600000,929
2682,1764,57.7485,57.881,57.692,57.908,57.596,1733400000000,1764
2683,478,57.7432,57.691,57.785,58.16,57.625,1733414400000,478
2684,100,57.7098,57.785,57.658,57.785,57.61,1733428800000,100
2685,696,57.7808,57.706,57.794,57.856,57.603,1733443200000,696
2686,452,57.7742,57.786,57.751,57.818,57.66,1733457600000,452
2687,1301,57.8664,57.752,57.87,57.95,57.565,1733472000000,1301
2688,2198,57.7957,57.873,57.791,57.898,57.439,1733486400000,2198
2689,767,57.8328,57.791,57.899,57.912,57.68,1733500800000,767
2690,103,57.8556,57.901,57.865,57.903,57.785,1733515200000,103
2691,1,57.865,57.865,57.865,57.865,57.865,1733688000000,1
2692,459,58.022,57.84,58.09,58.09,57.84,1733702400000,459
2693,657,58.0586,58.089,57.99,58.208,57.905,1733716800000,657
2694,897,57.9784,57.991,57.954,58.052,57.012,1733731200000,897
2695,979,57.9764,57.952,57.955,58.063,57.865,1733745600000,979
2696,213,57.9621,57.957,57.935,58.0,57.845,1733760000000,213
2697,102,57.9408,57.936,58.055,58.055,57.845,1733774400000,102
2698,364,57.9419,57.98,57.947,57.991,57.85,1733788800000,364
2699,421,57.9793,57.945,58.015,58.023,57.87,1733803200000,421
2700,942,57.9967,58.015,57.98,58.102,57.783,1733817600000,942
2701,1294,57.9991,57.98,58.045,58.072,57.885,1733832000000,1294
2702,306,58.0346,58.045,58.046,58.059,57.8,1733846400000,306
2703,126,58.0519,58.052,58.052,58.09,57.935,1733860800000,126
2704,588,58.1704,58.033,58.27,58.292,57.913,1733875200000,588
2705,1280,58.0836,58.277,58.344,58.356,54.227,1733889600000,1280
2706,457,58.3097,58.348,58.31,58.363,58.156,1733904000000,457
2707,1152,58.2824,58.312,58.271,58.349,58.135,1733918400000,1152
2708,844,58.2935,58.27,58.389,58.472,58.128,1733932800000,844
2709,184,58.3883,58.387,58.385,58.498,57.442,1733947200000,184
2710,590,58.2998,58.408,58.263,58.408,57.978,1733961600000,590
2711,602,58.2231,58.263,58.233,58.279,58.055,1733976000000,602
2712,1125,58.2809,58.234,58.288,58.353,58.084,1733990400000,1125
2713,1398,58.2459,58.288,58.198,58.338,58.072,1734004800000,1398
2714,559,58.2429,58.198,58.217,58.321,58.084,1734019200000,559
2715,213,58.2096,58.22,58.272,58.272,58.07,1734033600000,213
2716,790,58.3266,58.293,58.412,58.491,57.933,1734048000000,790
2717,876,58.4289,58.412,58.509,58.536,57.684,1734062400000,876
2718,1633,58.5398,58.514,58.582,59.021,55.632,1734076800000,1633
2719,1002,58.6141,58.582,58.677,58.692,58.48,1734091200000,1002
2720,261,58.6561,58.649,58.66,58.691,58.575,1734105600000,261
2721,40,58.6505,58.659,58.506,58.669,58.506,1734120000000,40
2722,1,58.552,58.552,58.552,58.552,58.552,1734292800000,1
2723,10,58.684,58.661,58.702,58.725,58.55,1734307200000,10
2724,7,58.55,58.58,58.535,58.59,58.485,1734321600000,7
2725,405,58.7281,58.565,58.727,58.826,58.524,1734336000000,405
2726,596,58.7762,58.728,58.79,58.845,58.66,1734350400000,596
2727,464,58.7722,58.788,58.731,58.833,58.529,1734364800000,464
2728,140,58.7327,58.729,58.6,58.776,58.6,1734379200000,140
2729,552,58.7158,58.646,58.749,58.833,58.416,1734393600000,552
2730,876,58.7603,58.747,58.879,58.892,58.535,1734408000000,876
2731,1085,58.9421,58.878,58.947,59.111,58.642,1734422400000,1085
2732,1773,58.9798,58.948,59.012,59.065,58.798,1734436800000,1773
2733,262,58.9946,59.008,58.953,59.041,58.925,1734451200000,262
2734,109,58.9129,58.954,58.915,58.978,58.803,1734465600000,109
2735,490,58.665,58.981,58.96,59.05,54.917,1734480000000,490
2736,488,58.94,58.97,59.059,59.07,56.332,1734494400000,488
2737,2352,58.8837,59.059,58.906,59.073,58.456,1734508800000,2352
2738,1759,58.8723,58.907,58.779,59.036,58.553,1734523200000,1759
2739,1519,58.9584,58.776,59.178,59.199,58.072,1734537600000,1519
2740,270,59.1372,59.185,59.376,59.378,58.619,1734552000000,270
2741,1593,58.6593,59.355,58.99,59.355,56.203,1734566400000,1593
2742,567,59.0007,58.988,59.012,59.182,58.885,1734580800000,567
2743,981,58.981,59.012,59.034,59.161,58.377,1734595200000,981
2744,1550,59.0116,59.034,59.043,59.165,57.266,1734609600000,1550
2745,805,59.0058,59.047,58.965,59.176,58.844,1734624000000,805
2746,153,58.8926,58.966,58.834,59.04,58.744,1734638400000,153
2747,524,58.7982,58.84,58.897,59.076,56.597,1734652800000,524
2748,739,58.8458,58.906,58.802,58.958,58.665,1734667200000,739
2749,1162,58.7964,58.804,58.769,59.013,58.299,1734681600000,1162
2750,1197,58.7714,58.768,58.713,58.838,58.518,1734696000000,1197
2751,583,58.6653,58.715,58.734,58.799,55.793,1734710400000,583
2752,260,58.6307,58.735,58.735,58.737,58.577,1734724800000,260
2753,1,58.73,58.73,58.73,58.73,58.73,1734897600000,1
2754,466,58.571,58.744,58.613,58.744,58.331,1734912000000,466
2755,749,58.5671,58.614,58.455,58.628,58.411,1734926400000,749
2756,1410,58.5586,58.386,58.504,58.74,58.273,1734940800000,1410
2757,1511,58.5142,58.502,58.547,58.707,58.351,1734955200000,1511
2758,1009,58.4874,58.373,58.424,58.645,58.278,1734969600000,1009
2759,150,58.3855,58.426,58.453,58.55,58.263,1734984000000,150
2760,289,58.3489,58.404,58.412,58.544,56.052,1734998400000,289
2761,282,58.4279,58.409,58.489,58.495,58.346,1735012800000,282
2762,787,58.2572,58.487,58.407,58.563,51.536,1735027200000,787
2763,1149,58.3659,58.405,58.154,58.535,58.122,1735041600000,1149
2764,133,58.3822,58.291,58.35,58.52,58.173,1735056000000,133
2765,122,57.6556,58.382,57.102,58.425,55.869,1735070400000,122
2766,52,58.1295,57.369,58.226,58.509,56.925,1735084800000,52
2767,17,58.1016,58.218,58.026,58.228,58.026,1735099200000,17
2768,11,58.5369,58.165,58.165,58.65,58.165,1735113600000,11
2769,4,58.0455,58.165,58.0,58.165,58.0,1735156800000,4
2770,739,57.9921,52.585,58.051,58.471,52.585,1735171200000,739
2771,395,57.7915,58.042,57.967,58.059,52.266,1735185600000,395
2772,453,57.9363,57.966,57.839,58.076,57.678,1735200000000,453
2773,990,57.5182,57.835,57.781,58.093,52.154,1735214400000,990
2774,480,57.7999,57.729,57.656,58.003,57.43,1735228800000,480
2775,39,57.791,57.714,58.154,58.188,57.591,1735243200000,39
2776,827,57.7571,58.208,57.841,58.208,55.553,1735257600000,827
2777,840,57.7075,57.845,55.531,58.15,52.93,1735272000000,840
2778,1344,57.9613,52.686,58.135,58.552,52.686,1735286400000,1344
2779,3461,57.8742,58.133,57.83,58.215,55.763,1735300800000,3461
2780,431,57.8283,57.807,57.775,57.94,57.755,1735315200000,431
2781,33,57.7301,57.78,57.83,57.83,57.589,1735329600000,33
2782,1,57.908,57.908,57.908,57.908,57.908,1735502400000,1
2783,113,57.7858,57.834,57.899,57.899,57.651,1735516800000,113
2784,167,57.8564,57.898,57.833,57.918,57.813,1735531200000,167
2785,659,57.8405,57.831,57.82,57.993,55.443,1735545600000,659
2786,1256,57.8238,57.819,57.839,57.927,57.66,1735560000000,1256
2787,397,57.8249,57.878,57.739,57.886,57.655,1735574400000,397
2788,158,57.7373,57.739,58.03,58.035,57.534,1735588800000,158
2789,322,57.8106,58.077,57.932,58.077,57.65,1735603200000,322
2790,154,57.902,57.932,55.897,58.077,55.897,1735617600000,154
2791,785,57.9079,57.996,57.868,58.163,56.303,1735632000000,785
2792,1106,57.9427,57.858,57.782,58.123,57.745,1735646400000,1106
2793,1156,57.9018,57.782,58.181,58.181,57.774,1735660800000,1156
2794,1,58.181,58.181,58.181,58.181,58.181,1735675200000,1
2795,3,57.4093,57.506,57.216,57.506,57.216,1735761600000,3
